State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/26/2009,Parts per billion,6.173913,9,4,8,Parts per million,0.043083,0.072,11,90,Parts per billion,0.885714,1.6,2,,Parts per million,0.241667,0.3,0,3
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/27/2009,Parts per billion,8.086957,16,10,15,Parts per million,0.043542,0.083,11,119,Parts per billion,1,1,0,1,Parts per million,0.26087,0.4,10,
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/27/2009,Parts per billion,8.086957,16,10,15,Parts per million,0.043542,0.083,11,119,Parts per billion,1,1,0,1,Parts per million,0.270833,0.3,0,3
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/27/2009,Parts per billion,8.086957,16,10,15,Parts per million,0.043542,0.083,11,119,Parts per billion,1,1,2,,Parts per million,0.26087,0.4,10,
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/27/2009,Parts per billion,8.086957,16,10,15,Parts per million,0.043542,0.083,11,119,Parts per billion,1,1,2,,Parts per million,0.270833,0.3,0,3
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/28/2009,Parts per billion,5.26087,8,6,8,Parts per million,0.02775,0.049,10,42,Parts per billion,0,0,0,0,Parts per million,0.291304,0.3,0,
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/28/2009,Parts per billion,5.26087,8,6,8,Parts per million,0.02775,0.049,10,42,Parts per billion,0,0,0,0,Parts per million,0.295833,0.3,1,3
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/28/2009,Parts per billion,5.26087,8,6,8,Parts per million,0.02775,0.049,10,42,Parts per billion,0,0,2,,Parts per million,0.291304,0.3,0,
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/28/2009,Parts per billion,5.26087,8,6,8,Parts per million,0.02775,0.049,10,42,Parts per billion,0,0,2,,Parts per million,0.295833,0.3,1,3
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/29/2009,Parts per billion,4.521739,6,6,6,Parts per million,0.025,0.042,10,36,Parts per billion,0.652174,1,0,1,Parts per million,0.173913,0.2,5,
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/29/2009,Parts per billion,4.521739,6,6,6,Parts per million,0.025,0.042,10,36,Parts per billion,0.652174,1,0,1,Parts per million,0.191667,0.3,0,3
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/29/2009,Parts per billion,4.521739,6,6,6,Parts per million,0.025,0.042,10,36,Parts per billion,0.642857,1,2,,Parts per million,0.173913,0.2,5,
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/29/2009,Parts per billion,4.521739,6,6,6,Parts per million,0.025,0.042,10,36,Parts per billion,0.642857,1,2,,Parts per million,0.191667,0.3,0,3
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/30/2009,Parts per billion,4.304348,5,5,5,Parts per million,0.022708,0.041,11,35,Parts per billion,0.347826,1,14,1,Parts per million,0.165217,0.2,6,
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/30/2009,Parts per billion,4.304348,5,5,5,Parts per million,0.022708,0.041,11,35,Parts per billion,0.347826,1,14,1,Parts per million,0.166667,0.2,0,2
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/30/2009,Parts per billion,4.304348,5,5,5,Parts per million,0.022708,0.041,11,35,Parts per billion,0.371429,1,17,,Parts per million,0.165217,0.2,6,
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/30/2009,Parts per billion,4.304348,5,5,5,Parts per million,0.022708,0.041,11,35,Parts per billion,0.371429,1,17,,Parts per million,0.166667,0.2,0,2
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/31/2009,Parts per billion,5.608696,8,20,8,Parts per million,0.022375,0.043,11,36,Parts per billion,0.826087,1,0,1,Parts per million,0.178261,0.3,10,
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/31/2009,Parts per billion,5.608696,8,20,8,Parts per million,0.022375,0.043,11,36,Parts per billion,0.826087,1,0,1,Parts per million,0.170833,0.2,0,2
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/31/2009,Parts per billion,5.608696,8,20,8,Parts per million,0.022375,0.043,11,36,Parts per billion,0.771429,1,2,,Parts per million,0.178261,0.3,10,
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,7/31/2009,Parts per billion,5.608696,8,20,8,Parts per million,0.022375,0.043,11,36,Parts per billion,0.771429,1,2,,Parts per million,0.170833,0.2,0,2
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,8/1/2009,Parts per billion,5.26087,7,19,7,Parts per million,0.023792,0.044,10,37,Parts per billion,0.826087,1,0,1,Parts per million,0.278261,0.3,4,
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,8/1/2009,Parts per billion,5.26087,7,19,7,Parts per million,0.023792,0.044,10,37,Parts per billion,0.826087,1,0,1,Parts per million,0.270833,0.3,7,3
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,8/1/2009,Parts per billion,5.26087,7,19,7,Parts per million,0.023792,0.044,10,37,Parts per billion,0.8,1,2,,Parts per million,0.278261,0.3,4,
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,8/1/2009,Parts per billion,5.26087,7,19,7,Parts per million,0.023792,0.044,10,37,Parts per billion,0.8,1,2,,Parts per million,0.270833,0.3,7,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
